qid;sexp;query
509;(VALUE (83673NED (MSR M002977 (WHERE (DIM GC LD03) (DIM Eigendom A028867) (DIM TC 2017VJ03)))));wat was de gemiddelde inhoud van huurhuizen in west-nederland in november 2016
510;(VALUE (83673NED (MSR M002973 (WHERE (DIM Eigendom A028868) (DIM GC LD01)))));wat zijn de gemiddelde bouwkosten per vierkante meter van koophuizen in noordelijk nederland
511;(VALUE (83673NED (MSR M002975 (WHERE (DIM GC LD04) (DIM TC 2020VJ09)))));gemiddelde bouwkosten woning zuid nederland december 2019
512;(VALUE (83673NED (MSR M002977 (WHERE (DIM Eigendom A028867) (DIM TC 2014VJ06)))));kubieke meters huurhuizen augustus 2013
513;(VALUE (83673NED (MSR M002974 (WHERE (DIM TC 2017VJ03)))));kosten van bouw in m3 tussen april 2016 en maart 2017
514;(VALUE (83673NED (MSR M002975 (WHERE (DIM GC LD02) (DIM Eigendom A028868)))));kosten van bouwen koophuizen in oost nederland
515;(VALUE (83673NED (MSR M002978 (WHERE (DIM GC LD02) (DIM Eigendom A028867)))));oppervlakte huurhuizen in oost-nederland
516;(VALUE (83739NED (MSR M000220 (WHERE (DIM TC 2016JJ00) (DIM KenmerkenVanHuishoudens 1013900)))));besteedbaar inkomen in 2016 voor mensen met sociale uitkering
517;(VALUE (83739NED (MSR M000939 (WHERE (DIM KenmerkenVanHuishoudens 1020900)))));wat was het mediaan vermogen voor de 4e 10% groep
518;(VALUE (83739NED (MSR M003232 (WHERE (DIM TC 2020JJ00) (DIM KenmerkenVanHuishoudens 1020930)))));welk bedragen konden mensen uit de 74 10%-groep besteden in 2020
519;(VALUE (83739NED (MSR M000220 (WHERE (DIM TC 2019JJ00)))));wat was het besteedbaar inkomen in 2019
520;(VALUE (83739NED (MSR M005905 (WHERE (DIM KenmerkenVanHuishoudens 1017780)))));wat is het ongelijkheid vermogen voor een stel zonder kinderen
521;(VALUE (83739NED (MSR M000220 (WHERE (DIM KenmerkenVanHuishoudens A025359)))));inkomen voor huishouden met 65 plusser als hoofdwinner
522;(VALUE (83739NED (MSR 1050010 (WHERE (DIM TC 2020JJ00)))));partuculiere huishoudens 2020
523;(VALUE (83739NED (MSR D000227 (WHERE (DIM KenmerkenVanHuishoudens 1050190)))));wat is het percentage van lage inkomens in een huishouden met 1 ouder
524;(VALUE (83739NED (MSR M000939 (WHERE (DIM TC 2015JJ00) (DIM KenmerkenVanHuishoudens A025343)))));wat was het mediaan vermogen voor een hoofdkostwinner tussen de 25 en 45 jaar in 2015
525;(VALUE (83739NED (MSR M000222 (WHERE (DIM KenmerkenVanHuishoudens 1050220) (DIM TC 2021JJ00)))));welk inkomen hadden overige meerpersoonshuishoudens in 2021
526;(VALUE (83739NED (MSR M000220 (WHERE (DIM TC 2012JJ00)))));wat was het besteedbaar inkomen in 2012
527;(VALUE (83739NED (MSR M000222 (WHERE (DIM TC 2016JJ00) (DIM KenmerkenVanHuishoudens 1014050)))));inkomen voor mensen met studiefinanciering in 2016
528;(VALUE (83739NED (MSR M000939 (WHERE (DIM KenmerkenVanHuishoudens 1020920)))));vermogen 6e 10% groep mediaan
529;(VALUE (83739NED (MSR D000227 (WHERE (DIM KenmerkenVanHuishoudens 1020950) (DIM TC 2015JJ00)))));hoeveel huishoudens inde 9e 10%-groep vielen in 2015 onder lage inkomens
530;(VALUE (83739NED (MSR M005905 (WHERE (DIM KenmerkenVanHuishoudens 1020910)))));wat is het ongelijkheid vermogen voor de 5e 10%-groep
531;(VALUE (83739NED (MSR D000227 (WHERE (DIM TC 2021JJ00) (DIM KenmerkenVanHuishoudens 1014900)))));hoeveel huurders met huurtoeslag vallen onder lage inkomens in 2021
532;(VALUE (83739NED (MSR M006770 (WHERE (DIM KenmerkenVanHuishoudens A025363) (DIM TC 2015JJ00)))));ongelijkheid inkomen voor huishouden met westerse hoofdkostwinner in 2015
533;(VALUE (83739NED (MSR M005905 (WHERE (DIM KenmerkenVanHuishoudens A025359) (DIM TC 2021JJ00)))));ongelijkheid vermogen 65 plussers 2021
534;(VALUE (83739NED (MSR D000227 (WHERE (DIM TC 2020JJ00) (DIM KenmerkenVanHuishoudens 1013400)))));werkende mensen die in 2020 en laag inkomen hadden
535;(VALUE (83739NED (MSR M000939 (WHERE (DIM TC 2014JJ00) (DIM KenmerkenVanHuishoudens 1020910)))));vermogen van 5e 10% groep in 2014
771;(VALUE (84878NED (MSR M000174 (WHERE (DIM GeboortegeneratieVrouw 2023JJ00)))));aantal kinderen per moeder in 2023
772;(VALUE (84878NED (MSR M001586 (WHERE (DIM GeboortegeneratieVrouw 2025JJ00)))));op welke leeftijd krijgen vrouwen voor het eerst een kind in 2025?
773;(VALUE (84878NED (MSR M001586 (WHERE (DIM GeboortegeneratieVrouw 1973JJ00)))));kindergemiddelde per vrouw 1973
774;(VALUE (84878NED (MSR M000174 (WHERE (DIM GeboortegeneratieVrouw 2008JJ00)))));hoeveel kinderen had een vrouw gemiddeld in 2008
775;(VALUE (84878NED (MSR M000174 (WHERE (DIM GeboortegeneratieVrouw 1942JJ00)))));gemiddeld aantal kinderen per vrouw 1942
776;(VALUE (84878NED (MSR D005048 (WHERE (DIM GeboortegeneratieVrouw 1998JJ00)))));vrouwen zonder kind 1998
776;(VALUE (84878NED (MSR D005048 (WHERE (DIM GeboortegeneratieVrouw 1998JJ00)))));hoeveel vrouwen waren kindloos in 1998
777;(VALUE (84878NED (MSR D005164 (WHERE (DIM GeboortegeneratieVrouw 1950JJ00)))));aantal vrouwen met 2 kinderen 1950
778;(VALUE (84878NED (MSR D005164 (WHERE (DIM GeboortegeneratieVrouw 2003JJ00)))));Vrouwen met twee kinderen in 2003
779;(VALUE (84878NED (MSR D005165 (WHERE (DIM GeboortegeneratieVrouw 1965JJ00)))));Vrouwen met drie kinderen in 1965
779;(VALUE (84878NED (MSR D005165 (WHERE (DIM GeboortegeneratieVrouw 1965JJ00)))));hoeveel vrouwen hadden er drie kinderen of meer in 1965
780;(VALUE (84957NED (MSR M004369 (WHERE (DIM TC 2018JJ00) (DIM Vervoerstromen A045747)))));Binnenlands vervoer pijpleidingen in 2018
781;(VALUE (84957NED (MSR M004369 (WHERE (DIM Vervoerstromen A045749)))));Totaal export leidingen
781;(VALUE (84957NED (MSR M004369 (WHERE (DIM Vervoerstromen A045749)))));pijpleidingenexport
782;(VALUE (84957NED (MSR M004367 (WHERE (DIM TC 2012JJ00) (DIM Vervoerstromen A045749)))));export pijpleidingen 2012
783;(VALUE (84957NED (MSR M004369 (WHERE (DIM Vervoerstromen A045946) (DIM TC 2014JJ00)))));hoeveel pijpleidingen import en export in 2014
784;(VALUE (84957NED (MSR M004369 (WHERE (DIM TC 2013JJ00) (DIM Vervoerstromen A045747)))));vervoer leidingen in het binnenland in 2013 in ton
785;(VALUE (85039NED (MSR T001036 (WHERE (DIM WijkenEnBuurten BU17230107)))));Hoeveel mensen wonen er in buitengebied van Alphen
785;(VALUE (85039NED (MSR T001036 (WHERE (DIM WijkenEnBuurten BU17230107)))));aantal inwoners buitengebied alphen
786;(VALUE (85082NED (MSR 1050190_1 (WHERE (DIM TC 2022JJ00)))));Aantal eenoudergezinnen in 2022
787;(VALUE (85082NED (MSR 1016090_2 (WHERE (DIM TC 2028JJ00)))));Aantal ouders met kinderen in 2028
788;(VALUE (85082NED (MSR 1011500 (WHERE (DIM TC 2028JJ00)))));prognose gezinnen met drie personen in 2028
788;(VALUE (85082NED (MSR 1011500 (WHERE (DIM TC 2028JJ00)))));gezinnen 3 groot 2028
789;(VALUE (85082NED (MSR 1016030_2 (WHERE (DIM TC 2037JJ00)))));Huishoudens met kinderen 2037
789;(VALUE (85082NED (MSR 1016030_2 (WHERE (DIM TC 2037JJ00)))));aantal gezinnen 2037
790;(VALUE (85082NED (MSR 1050190_1 (WHERE (DIM TC 2055JJ00)))));prognose eenouderhuishoudens in 2055
790;(VALUE (85082NED (MSR 1050190_1 (WHERE (DIM TC 2055JJ00)))));prognose gezinnen met een voogd in 2055
791;(VALUE (85082NED (MSR 1016010_4 (WHERE (DIM TC 2052JJ00)))));aantal grote huishoudens in 2052?
791;(VALUE (85082NED (MSR 1016010_4 (WHERE (DIM TC 2052JJ00)))));schatting aantal huishoudens 2052
791;(VALUE (85082NED (MSR 1016010_4 (WHERE (DIM TC 2052JJ00)))));meerpersoons huishoudens 2052
792;(VALUE (85082NED (MSR M000114 (WHERE (DIM TC 2023JJ00)))));Hoe groot zijn gezinnen in 2023?
792;(VALUE (85082NED (MSR M000114 (WHERE (DIM TC 2023JJ00)))));schatting grootte huishoudens 2023
792;(VALUE (85082NED (MSR M000114 (WHERE (DIM TC 2023JJ00)))));gemiddeld huishouden 2023
794;(VALUE (85082NED (MSR D004038 (WHERE (DIM TC 2028JJ00)))));Aantal gezinnen in 2028
794;(VALUE (85082NED (MSR D004038 (WHERE (DIM TC 2028JJ00)))));hoeveel huishoudens met kinderen zijn er in 2028 naar verwachting?
795;(VALUE (85082NED (MSR 1050205 (WHERE (DIM TC 2036JJ00)))));eenouder gezinnen in 2036 prognose
796;(VALUE (85082NED (MSR 1050205 (WHERE (DIM TC 2038JJ00)))));aantal gezinnen met een ouder in 2038
797;(VALUE (85082NED (MSR A047481 (WHERE (DIM TC 2048JJ00)))));Verwachting eenkindshuishoudens in 2048
798;(VALUE (85082NED (MSR 1050205 (WHERE (DIM TC 2031JJ00)))));Prognose gezinnen met een kind in 2031
799;(VALUE (85082NED (MSR 1016030_2 (WHERE (DIM TC 2058JJ00)))));Hoeveel huidhoudens met kinderen verwachten we in 2058?
800;(VALUE (85082NED (MSR 1017870 (WHERE (DIM TC 2051JJ00)))));Huishoudens met drie kinderen of meer in 2051
801;(VALUE (85082NED (MSR 1015115 (WHERE (DIM TC 2047JJ00)))));aantal samenwonenden in 2047
802;(VALUE (85082NED (MSR M000114 (WHERE (DIM TC 2037JJ00)))));Grootte huishoudens in 2037
802;(VALUE (85082NED (MSR M000114 (WHERE (DIM TC 2037JJ00)))));Hoe groot zijn huishoudens gemiddeld in 2037
803;(VALUE (85082NED (MSR 1011600 (WHERE (DIM TC 2059JJ00)))));Aantal grote huishoudens in 2059
803;(VALUE (85082NED (MSR 1011600 (WHERE (DIM TC 2059JJ00)))));verwachting aantal grote huishoudens in 2059
804;(VALUE (85082NED (MSR 1050215 (WHERE (DIM TC 2058JJ00)))));Prognose huishoudens met een ouder en meer dan drie kinderen in 2058
805;(VALUE (85082NED (MSR 1050001_2 (WHERE (DIM TC 2047JJ00)))));Verwachting aantal personen in een huishouden in 2047
806;(VALUE (85099NED (MSR M006810_3 (WHERE (DIM VormenVanJeugdzorg A045560)))));Relatieve hoeveelheid jeugd in de zorg
806;(VALUE (85099NED (MSR M006810_3 (WHERE (DIM VormenVanJeugdzorg A045560)))));jeugdzorg relatief
806;(VALUE (85099NED (MSR M006810_3 (WHERE (DIM VormenVanJeugdzorg A045560)))));totaal percentage jeugd in de zorg
807;(VALUE (85099NED (MSR A045561 (WHERE (DIM GC JZ02) (DIM TC 2021HJ01) (DIM VormenVanJeugdzorg A045530)))));Pleegkinderen in Friesland 1e helft van 2021
807;(VALUE (85099NED (MSR A045561 (WHERE (DIM GC JZ02) (DIM TC 2021HJ01) (DIM VormenVanJeugdzorg A045530)))));Aantal pleegouders in 1e helft van 2021 in Fryslân
809;(VALUE (85099NED (MSR M006810_3 (WHERE (DIM GC GM1930)))));Percentage jeugdzorgbehoevende in Nissewaard
811;(VALUE (85099NED (MSR A045561 (WHERE (DIM TC 2021HJ02)))));Hoeveel jongeren kregen jeugdzorg in 2e helft van 2021?
812;(VALUE (85099NED (MSR M006810_2 (WHERE (DIM GC GM0342) (DIM TC 2021JJ00) (DIM VormenVanJeugdzorg A045531)))));Gezinsgerichte jeugdzorg in Soest in 2021
814;(VALUE (85099NED (MSR M006810_3 (WHERE (DIM GC GM0383)))));Hoeveel jongeren zijn zorgbehoevend in Castricum?
814;(VALUE (85099NED (MSR M006810_3 (WHERE (DIM GC GM0383)))));aantal jongeren met jeugdzorg in castricum
815;(VALUE (85099NED (MSR M006810_3 (WHERE (DIM VormenVanJeugdzorg A027917)))));Relatief aantal jongeren met zorg buiten wijkteam
816;(VALUE (85099NED (MSR M006810_3 (WHERE (DIM TC 2022HJ01)))));Percentage jongeren met jeugdzorg in de eerste helft van 2022
817;(VALUE (85099NED (MSR A045561 (WHERE (DIM VormenVanJeugdzorg A045530) (DIM TC 2021HJ02) (DIM GC JZ28)))));Kinderen in pleegzorg 2e helft 2021 in centraal gelderland
818;(VALUE (85099NED (MSR M006810_2 (WHERE (DIM TC 2021HJ01) (DIM GC JZ34) (DIM VormenVanJeugdzorg A027919)))));aantal jongeren in jeugdbescherming in west brabant oost begin 2021
819;(VALUE (85099NED (MSR M006810_3 (WHERE (DIM TC 2021JJ00)))));Percentage jongeren die zorg nodig hebben in Nederland in 2021
819;(VALUE (85099NED (MSR M006810_3 (WHERE (DIM TC 2021JJ00)))));relatief aantal jongeren met nodige jeugdzorg 2021
819;(VALUE (85099NED (MSR M006810_3 (WHERE (DIM TC 2021JJ00)))));procentueel aantal jongeren in de jeugdzorg in 2021
820;(VALUE (85099NED (MSR M006810_2 (WHERE (DIM TC 2021HJ02) (DIM GC GM1731) (DIM VormenVanJeugdzorg A045533)))));Jeugdzorg met verblijf in midden drenthe in 2e helft 2021
821;(VALUE (85099NED (MSR M006810_2 (WHERE (DIM VormenVanJeugdzorg A045553) (DIM TC 2021HJ01)))));pgb zorg voor jeugd in eerste helft 2021
821;(VALUE (85099NED (MSR M006810_2 (WHERE (DIM VormenVanJeugdzorg A045553) (DIM TC 2021HJ01)))));aantal pgb jongeren 1e helft 2021
822;(VALUE (85099NED (MSR M006810_3 (WHERE (DIM VormenVanJeugdzorg A027918) (DIM TC 2022HJ01)))));Jeugdzorg uithuisgeplaatsten 1e helft 2022
822;(VALUE (85099NED (MSR M006810_3 (WHERE (DIM VormenVanJeugdzorg A027918) (DIM TC 2022HJ01)))));aantal jongeren in de zorg met verblijf eind 2022
823;(VALUE (85099NED (MSR M006810_2 (WHERE (DIM VormenVanJeugdzorg T001203)))));jeugdzorg in natura
823;(VALUE (85099NED (MSR M006810_2 (WHERE (DIM VormenVanJeugdzorg T001203)))));hoeveel jongeren ontvangen zorg in natura?
824;(VALUE (85099NED (MSR A045561 (WHERE (DIM VormenVanJeugdzorg T001203) (DIM TC 2021HJ02)))));Hoeveel jongeren ontvingen zorg in natura eind 2021?
824;(VALUE (85099NED (MSR A045561 (WHERE (DIM VormenVanJeugdzorg T001203) (DIM TC 2021HJ02)))));jeugdzorg natura zorg tweede helft 2021
825;(VALUE (85099NED (MSR M006810_2 (WHERE (DIM TC 2021HJ01)))));Jongeren in de jeugdzorg begin 2021
825;(VALUE (85099NED (MSR M006810_2 (WHERE (DIM TC 2021HJ01)))));hoeveelheid zorgbehoevende jeugd in de eerste helft van 2021
827;(VALUE (85224NED (MSR 2018700_3 (WHERE (DIM TC 2017JJ00)))));Werkende LBO'ers in 2017
827;(VALUE (85224NED (MSR 2018700_3 (WHERE (DIM TC 2017JJ00)))));hoeveel laag opgeleiden werken er in 2017?
827;(VALUE (85224NED (MSR 2018700_3 (WHERE (DIM TC 2017JJ00)))));Werkenden zonder opleiding 2017
829;(VALUE (85224NED (MSR 2018700_2 (WHERE (DIM SeizoenEnWerkdagcorrectie A050903) (DIM TC 2022KW04)))));Hoeveel laag opgeleiden werken er in Nederland eind 2022?
832;(VALUE (85224NED (MSR 3001080 (WHERE (DIM TC 2020KW01) (DIM SeizoenEnWerkdagcorrectie A050903)))));Arbeidsgerechtigden niet zoekend naar werk in het eerste kwartaal van 2020
833;(VALUE (85224NED (MSR 2021320_2 (WHERE (DIM TC 2016KW02)))));Totaal aantal arbeidskrachten 2e kwartaal van 2016
834;(VALUE (85224NED (MSR 3001080 (WHERE (DIM SeizoenEnWerkdagcorrectie A042501) (DIM TC 2020KW01)))));Niet zoekende werknemers begin 2020
835;(VALUE (85224NED (MSR 2021209_2 (WHERE (DIM TC 2015KW03) (DIM SeizoenEnWerkdagcorrectie A042501)))));Werknemers deeltijd 2015 derde kwark
836;(VALUE (85224NED (MSR M001906 (WHERE (DIM TC 2015KW03) (DIM SeizoenEnWerkdagcorrectie A050903)))));aantal werklozen herfst 2015
836;(VALUE (85224NED (MSR M001906 (WHERE (DIM TC 2015KW03) (DIM SeizoenEnWerkdagcorrectie A050903)))));werkloosheid 3e kwartaal 2015
837;(VALUE (85224NED (MSR 2021320_2 (WHERE (DIM TC 2022KW01)))));Aantal normale werknemers 2022 1e kwartaal
837;(VALUE (85224NED (MSR 2021320_2 (WHERE (DIM TC 2022KW01)))));hoeveel werkenden waren er begin 2022?
838;(VALUE (85224NED (MSR 2021209_2 (WHERE (DIM SeizoenEnWerkdagcorrectie A042501) (DIM TC 2019KW02)))));Hoeveel deeltijdmedewerkers waren er in kwartaal 2 van 2019?
839;(VALUE (85224NED (MSR M001906 (WHERE (DIM SeizoenEnWerkdagcorrectie A050903) (DIM TC 2017KW04)))));werklozen vierde kwart 2017
839;(VALUE (85224NED (MSR M001906 (WHERE (DIM SeizoenEnWerkdagcorrectie A050903) (DIM TC 2017KW04)))));aantal werklozen eind 2014
840;(VALUE (85224NED (MSR 3000800_2 (WHERE (DIM TC 2020KW01) (DIM SeizoenEnWerkdagcorrectie A050903)))));Hoeveel werklozen waren er in het 1e kwartaal van 2020
840;(VALUE (85224NED (MSR 3000800_2 (WHERE (DIM TC 2020KW01) (DIM SeizoenEnWerkdagcorrectie A050903)))));werklozen lente 2020
841;(VALUE (85264NED (MSR 2021380_2 (WHERE (DIM Leeftijd 53900) (DIM HoogstBehaaldOnderwijsniveau 2018700) (DIM TC 2017KW04) (DIM Geslacht T001038)))));55 tot 65-jarige zzp'ers
842;(VALUE (85264NED (MSR 2021340 (WHERE (DIM Leeftijd 70600) (DIM HoogstBehaaldOnderwijsniveau 2018790) (DIM TC 2018KW02)))));Hoeveel jongere flexwerkers waren er in het tweede kwartaal van 2018 met een hbo diploma
842;(VALUE (85264NED (MSR 2021340 (WHERE (DIM Leeftijd 70600) (DIM HoogstBehaaldOnderwijsniveau 2018790) (DIM TC 2018KW02)))));
843;(VALUE (85264NED (MSR 3000790_2 (WHERE (DIM TC 2022KW03)))));hoe groot was de beroepsbevolking in het derde kwartaal van 2022?
843;(VALUE (85264NED (MSR 3000790_2 (WHERE (DIM TC 2022KW03)))));Grootte beroepsbevolking 3e kwart 2022
843;(VALUE (85264NED (MSR 3000790_2 (WHERE (DIM TC 2022KW03)))));Aantal arbeidsgeschikte mensen herfst 2022
844;(VALUE (85264NED (MSR M001796 (WHERE (DIM TC 2022KW02) (DIM HoogstBehaaldOnderwijsniveau 2018740) (DIM Geslacht T001038) (DIM Leeftijd 70700)))));Hoeveel MBO'ers werkten er in de zomer van 2022 in totaal 30 tot 35 jaar
844;(VALUE (85264NED (MSR M001796 (WHERE (DIM TC 2022KW02) (DIM HoogstBehaaldOnderwijsniveau 2018740) (DIM Geslacht T001038) (DIM Leeftijd 70700)))));percentage laagopgeleide werkenden tweede kwartaal 2022 30 tot 35 jaar
845;(VALUE (85264NED (MSR 2021430 (WHERE (DIM HoogstBehaaldOnderwijsniveau 2018820) (DIM Leeftijd 70900) (DIM TC 2015JJ00)))));Hoeveel mensen werken er als ZZP'er in de leeftijdscategorie van 40 tot 45 jaar in 2015?
845;(VALUE (85264NED (MSR 2021430 (WHERE (DIM HoogstBehaaldOnderwijsniveau 2018820) (DIM Leeftijd 70900) (DIM TC 2015JJ00)))));aantal zelfstandigen 2015 40 tot 45-jarigen
848;(VALUE (85302NED (MSR M002334 (WHERE (DIM TC 2021JJ00) (DIM Vakantiekenmerken A046401)))));Hoeveel vakantiedagen boekten mensen gemiddeld met een pakketreis
848;(VALUE (85302NED (MSR M002334 (WHERE (DIM TC 2021JJ00) (DIM Vakantiekenmerken A046401)))));hoeveel vakantiedagen bij een samengestelde reis
849;(VALUE (85302NED (MSR M004417 (WHERE (DIM BestemmingEnSeizoen A045879) (DIM TC 2021JJ00) (DIM Marges MOG0095) (DIM Vakantiekenmerken A046394)))));Uitgaven lange wintervakanties bovengrens
850;(VALUE (85302NED (MSR D004645 (WHERE (DIM BestemmingEnSeizoen T001047) (DIM Vakantiekenmerken A046360) (DIM TC 2021JJ00)))));Hoeveel mensen verbleven er op vakantie in een huisje in 2021?
850;(VALUE (85302NED (MSR D004645 (WHERE (DIM BestemmingEnSeizoen T001047) (DIM Vakantiekenmerken A046360) (DIM TC 2021JJ00)))));aantal vakanties met een stacaravan in 2021
851;(VALUE (85302NED (MSR M001957 (WHERE (DIM BestemmingEnSeizoen A045878)))));Aantal overnachtingen in het zomerseizoen
851;(VALUE (85302NED (MSR M001957 (WHERE (DIM BestemmingEnSeizoen A045878)))));gemiddeld aantal vakantiedagen in de zomer
855;(VALUE (85302NED (MSR M004417 (WHERE (DIM Marges MW00000) (DIM Vakantiekenmerken A046371)))));Familieuitgaven op vakantie
855;(VALUE (85302NED (MSR M004417 (WHERE (DIM Marges MW00000) (DIM Vakantiekenmerken A046371)))));vakantieuitgaven van families
855;(VALUE (85302NED (MSR M004417 (WHERE (DIM Marges MW00000) (DIM Vakantiekenmerken A046371)))));kosten vakantie met familie
856;(VALUE (85302NED (MSR M004993 (WHERE (DIM TC 2021JJ00) (DIM Marges MW00000)))));Gemiddeld aantal overnachtingen op vakanties in 2021
856;(VALUE (85302NED (MSR M004993 (WHERE (DIM TC 2021JJ00) (DIM Marges MW00000)))));aantal overnachtingen per persoon op vakantie in 2021
857;(VALUE (85302NED (MSR M001860 (WHERE (DIM BestemmingEnSeizoen L999996) (DIM Vakantiekenmerken A046360)))));uitgaven vakanties naar het buitenland in een stacaravan
857;(VALUE (85302NED (MSR M001860 (WHERE (DIM BestemmingEnSeizoen L999996) (DIM Vakantiekenmerken A046360)))));Hoeveel kost een vakantie in een vakantiehuis in het buitenland gemiddeld?
858;(VALUE (85302NED (MSR D006211_2 (WHERE (DIM Vakantiekenmerken A046402) (DIM BestemmingEnSeizoen A045878)))));Hoeveel overnachtingen in accomodaties in het zomerseizoen
859;(VALUE (85302NED (MSR M001860 (WHERE (DIM TC 2021JJ00) (DIM Vakantiekenmerken A018981)))));Uitgaven vakanties met de trein in 2021
859;(VALUE (85302NED (MSR M001860 (WHERE (DIM TC 2021JJ00) (DIM Vakantiekenmerken A018981)))));hoeveel gaven mensen gemiddeld uit op een vakantie met de trein in 2021?
859;(VALUE (85302NED (MSR M001860 (WHERE (DIM TC 2021JJ00) (DIM Vakantiekenmerken A018981)))));uitgaven treinvakanties 2021
860;(VALUE (85302NED (MSR D004645 (WHERE (DIM BestemmingEnSeizoen T001047) (DIM TC 2021JJ00) (DIM Vakantiekenmerken A046391) (DIM Marges MW00000)))));Overig aantal vakanties in 2021
861;(VALUE (85302NED (MSR M003533_2 (WHERE (DIM Marges MBG0095) (DIM BestemmingEnSeizoen A045879)))));Aantal vakantiedagen bovengrens in het winterseizoen
862;(VALUE (85302NED (MSR M003533_2 (WHERE (DIM BestemmingEnSeizoen A045879) (DIM Marges MOG0095) (DIM Vakantiekenmerken A046402) (DIM TC 2021JJ00)))));Totaal aantal vakantiedagen in het winterseizoen waarbij alleen de accommodatie was geregeld in 2021 ondergrens
863;(VALUE (85302NED (MSR M005005_2 (WHERE (DIM Vakantiekenmerken A047151) (DIM TC 2021JJ00)))));Hoeveel mensen gingen er met het vliegtuig op vakantie in 2021?
863;(VALUE (85302NED (MSR M005005_2 (WHERE (DIM Vakantiekenmerken A047151) (DIM TC 2021JJ00)))));aantal personen op vliegvakantie in 2021
863;(VALUE (85302NED (MSR M005005_2 (WHERE (DIM Vakantiekenmerken A047151) (DIM TC 2021JJ00)))));aantal vliegvakanties in 2021?
864;(VALUE (85302NED (MSR M004957 (WHERE (DIM Vakantiekenmerken A046361) (DIM BestemmingEnSeizoen T001047)))));Hoeveel mensen gingen er op vakantie in een appartement?
864;(VALUE (85302NED (MSR M004957 (WHERE (DIM Vakantiekenmerken A046361) (DIM BestemmingEnSeizoen T001047)))));aantal appartementaccomodaties op vakantie
864;(VALUE (85302NED (MSR M004957 (WHERE (DIM Vakantiekenmerken A046361) (DIM BestemmingEnSeizoen T001047)))));vakantie in een appartement
865;(VALUE (85302NED (MSR M001844 (WHERE (DIM Marges MW00000)))));Hoeveel vakantiedagen hebben Nederlanders gemiddeld?
865;(VALUE (85302NED (MSR M001844 (WHERE (DIM Marges MW00000)))));gemiddeld aantal vakantiedagen per persoon
865;(VALUE (85302NED (MSR M001844 (WHERE (DIM Marges MW00000)))));hoe lang gaan mensen gemiddeld op vakantie?
866;(VALUE (85318NED (MSR T001036 (WHERE (DIM WijkenEnBuurten WK036329)))));Inwonersaantal Dapperbuurt Amsterdam
866;(VALUE (85318NED (MSR T001036 (WHERE (DIM WijkenEnBuurten WK036329)))));aantal inwoners Dapperbuurt
866;(VALUE (85318NED (MSR T001036 (WHERE (DIM WijkenEnBuurten WK036329)))));hoeveel mensen wonen er in de Dapperbuurt?
867;(VALUE (85318NED (MSR ZW25808 (WHERE (DIM WijkenEnBuurten GM0200)))));Hoeveel oude woningen zijn er in Apeldoorn?
867;(VALUE (85318NED (MSR ZW25808 (WHERE (DIM WijkenEnBuurten GM0200)))));aantal woningen ouder dan 2000 in Apeldoorn
867;(VALUE (85318NED (MSR ZW25808 (WHERE (DIM WijkenEnBuurten GM0200)))));Apeldoorn aantal woningen van voor 2000
868;(VALUE (85318NED (MSR 10680 (WHERE (DIM WijkenEnBuurten BU03631001)))));Hoeveel jongeren wonen er in de alfa driehoek in Amsterdam? Aantal kinderen Amsterdam alpha driehoek
870;(VALUE (85318NED (MSR 1050015 (WHERE (DIM WijkenEnBuurten WK036373)))));Hoeveel eenpersoonshuishoudens zijn er in Waterland?
870;(VALUE (85318NED (MSR 1050015 (WHERE (DIM WijkenEnBuurten WK036373)))));alleenstaanden Watland
871;(VALUE (85318NED (MSR 4000 (WHERE (DIM WijkenEnBuurten BU02000502)))));Hoeveel vrouwen leven er in Matenhorst?
871;(VALUE (85318NED (MSR 4000 (WHERE (DIM WijkenEnBuurten BU02000502)))));aantal vrouwen woonachtig in Matenhorst
871;(VALUE (85318NED (MSR 4000 (WHERE (DIM WijkenEnBuurten BU02000502)))));vrouwen matenhorst
872;(VALUE (85318NED (MSR 2012657_2 (WHERE (DIM WijkenEnBuurten BU01411603)))));Hoeveel allochtonen wonen er in Ossenkoppelerhoek midden noord?
872;(VALUE (85318NED (MSR 2012657_2 (WHERE (DIM WijkenEnBuurten BU01411603)))));mensen met een migratieachtergrond in Ossenkoppelerhoek midden noord
873;(VALUE (85318NED (MSR 1050 (WHERE (DIM WijkenEnBuurten WK030718)))));Aantal weduwen in de Berg Noord
873;(VALUE (85318NED (MSR 1050 (WHERE (DIM WijkenEnBuurten WK030718)))));aantal personen met overleden partners in Berg Noord
874;(VALUE (85318NED (MSR 80200 (WHERE (DIM WijkenEnBuurten BU01411501)))));Hoeveel bejaarden wonen er in Wonde en omgeving?
874;(VALUE (85318NED (MSR 80200 (WHERE (DIM WijkenEnBuurten BU01411501)))));Aantal 65-plussers Wonde
875;(VALUE (85318NED (MSR D001045 (WHERE (DIM WijkenEnBuurten BU01970105)))));Hoeveel elektrische auto's zijn er in Ijzerlo kern?
875;(VALUE (85318NED (MSR D001045 (WHERE (DIM WijkenEnBuurten BU01970105)))));Aantal dieselauto's ijzerlo-kern
876;(VALUE (85318NED (MSR 4000 (WHERE (DIM WijkenEnBuurten BU00590103)))));Hoeveel vrouwen wonen er in Augustinusga
876;(VALUE (85318NED (MSR 4000 (WHERE (DIM WijkenEnBuurten BU00590103)))));aantal vrouwen augustinusga
